Date_of_Payment,lat,long,pay,day
2014-08-08,26.301407,-80.138516,122.62,372
2014-08-08,40.551116,-105.183385,11.22,372
2014-08-08,26.184511,-80.134366,131.84,372
2014-08-08,47.835318,-122.326981,14.32,372
2014-08-08,40.325361,-74.107943,18.2,372
2014-08-08,47.197581,-122.162076,28.64,372
2014-08-08,42.968507,-78.749153,1032.57,372
2014-08-08,42.5216,-83.163477,132.74,372
2014-08-08,41.91488,-87.858707,103.02,372
2014-08-08,41.85414,-71.437752,1259.77,372
2014-08-08,41.662506,-70.562843,14.2,372
2014-08-08,41.594185,-86.756985,103.02,372
2014-08-08,41.456205,-72.811047,1.14,372
2014-08-08,41.43503,-75.610332,16.97,372
2014-08-08,41.42908,-75.647633,2.42,372
2014-08-08,26.298352,-80.180078,122.62,372
2014-08-08,41.259996,-73.206957,11.87,372
2014-08-08,40.756796,-111.837567,1456.77,372
2014-08-08,25.852273,-80.207219,130.73,372
2014-08-08,25.753877,-80.22527,9.66,372
2014-08-08,40.889498,-73.971782,849.2,372
2014-08-08,40.776629,-73.953914,6.96,372
2014-08-08,40.772743,-111.838541,1072.64,372
2014-08-09,33.276539,-112.18717,382.84,373
2014-08-09,28.06374,-81.711071,382.84,373
2014-08-09,25.852273,-80.207219,4.95,373
2014-08-09,39.762392,-86.143736,382.84,373
2014-08-09,40.032615,-82.910251,382.84,373
2014-08-09,37.189396,-121.705327,382.84,373
2014-08-09,38.927256,-94.714336,382.84,373
2014-08-09,33.786594,-118.298662,143.71,373
2014-08-09,40.776629,-73.953914,7.54,373
2014-08-09,40.889498,-73.971782,382.84,373
2014-08-09,41.351621,-94.042219,99.97,373
2014-08-09,41.85414,-71.437752,382.84,373
2014-08-09,42.968507,-78.749153,382.84,373
2014-08-09,40.756796,-111.837567,382.84,373
2014-08-09,34.839964,-115.967051,199.94,373
2014-08-11,26.518049,-80.079114,13.05,375
2014-08-11,34.772107,-82.374371,13.95,375
2014-08-11,26.348293,-80.117265,5.46,375
2014-08-11,26.298352,-80.180078,18,375
2014-08-11,26.139766,-80.359157,1.51,375
2014-08-11,26.029582,-80.248916,2.1,375
2014-08-11,27.231941,-82.3504,3000,375
2014-08-11,28.06374,-81.711071,2214.54,375
2014-08-11,28.388797,-80.730088,5.17,375
2014-08-11,29.424132,-98.484144,65.78,375
2014-08-11,29.83399,-95.434241,33.35,375
2014-08-11,30.205121,-85.668892,9.46,375
2014-08-11,30.290839,-81.631465,1909.32,375
2014-08-11,30.788123,-88.088073,3000,375
2014-08-11,26.574736,-80.079405,10.5,375
2014-08-11,25.558428,-80.458168,17.99,375
2014-08-11,24.859832,-168.021815,198.18,375
2014-08-11,33.640302,-117.769442,99.42,375
2014-08-11,33.786594,-118.298662,10.71,375
2014-08-11,34.839964,-115.967051,110.64,375
2014-08-11,25.852273,-80.207219,3805.39,375
2014-08-11,40.754757,-73.601772,8200,375
2014-08-11,35.080992,-89.699083,56.07,375
2014-08-11,40.768823,-73.960257,5200,375
2014-08-11,40.7735,-74.397996,98.71,375
2014-08-11,40.776629,-73.953914,3258.2,375
2014-08-11,40.787006,-74.325993,1097.42,375
2014-08-11,40.851293,-73.934764,121.57,375
2014-08-11,40.913482,-74.001623,4400,375
2014-08-11,41.090218,-73.784768,98.71,375
2014-08-11,41.291736,-96.171104,16.61,375
2014-08-11,41.327246,-73.084252,8.97,375
2014-08-11,41.504751,-81.602799,11.55,375
2014-08-11,41.85414,-71.437752,2200,375
2014-08-11,42.5216,-83.163477,10.51,375
2014-08-11,42.968507,-78.749153,3000,375
2014-08-11,43.076609,-86.19538,90.78,375
2014-08-11,40.749801,-74.054285,1900,375
2014-08-11,40.051411,-75.164822,25,375
2014-08-11,39.962612,-75.162871,1900,375
2014-08-11,39.960912,-75.19668,1600,375
2014-08-11,39.938047,-74.17109,2600,375
2014-08-11,39.839156,-74.965057,2400,375
2014-08-11,39.678945,-86.130154,8.66,375
2014-08-11,39.425137,-84.472925,1600,375
2014-08-11,39.297457,-76.592738,10.9,375
2014-08-11,39.12851,-84.515191,11.48,375
2014-08-11,39.096551,-94.749538,16.61,375
2014-08-11,39.066804,-94.628184,16.6,375
2014-08-11,40.752955,-73.973196,121.57,375
2014-08-11,35.985081,-83.975603,20.68,375
2014-08-11,35.123644,-89.842541,12.38,375
2014-08-11,34.909132,-82.384232,5900,375
2014-08-11,36.053498,-95.920371,3.57,375
2014-08-11,33.579122,-117.731534,99.42,375
2014-08-11,32.336744,-90.216096,8.82,375
2014-08-12,40.768823,-73.960257,210.72,376
2014-08-12,39.974861,-75.312081,71.42,376
2014-08-12,39.962612,-75.162871,71.42,376
2014-08-12,39.960912,-75.19668,71.42,376
2014-08-12,39.938047,-74.17109,10.64,376
2014-08-12,39.718539,-105.245659,11750,376
2014-08-12,39.297457,-76.592738,4400,376
2014-08-12,39.196288,-120.95855,12.44,376
2014-08-12,38.564337,-95.282668,12.69,376
2014-08-12,38.038331,-87.283581,38.73,376
2014-08-12,36.146143,-95.951483,12.66,376
2014-08-12,36.115461,-95.930271,12.66,376
2014-08-12,36.045543,-95.956267,6412.66,376
2014-08-12,35.483501,-119.007662,27.68,376
2014-08-12,35.123644,-89.842541,28.74,376
2014-08-12,35.078775,-89.841963,12.67,376
2014-08-12,34.909132,-82.384232,19.33,376
2014-08-12,40.071102,-86.117215,3000,376
2014-08-12,40.351277,-74.141236,7.68,376
2014-08-12,40.358409,-74.068143,24.69,376
2014-08-12,40.576611,-74.362616,2.58,376
2014-08-12,47.835318,-122.326981,5900,376
2014-08-12,46.282031,-119.491659,12.46,376
2014-08-12,43.076609,-86.19538,6.33,376
2014-08-12,42.049148,-87.702155,101.17,376
2014-08-12,41.85414,-71.437752,84,376
2014-08-12,41.737929,-88.112714,92.97,376
2014-08-12,41.685744,-81.672797,176.12,376
2014-08-12,34.839964,-115.967051,3000,376
2014-08-12,41.66765,-83.722437,81.43,376
2014-08-12,41.116751,-73.552752,22.42,376
2014-08-12,41.009287,-80.618344,15.88,376
2014-08-12,40.964516,-80.300736,2.99,376
2014-08-12,40.78885,-74.056035,5.21,376
2014-08-12,40.776629,-73.953914,8.53,376
2014-08-12,40.726001,-74.047304,24.69,376
2014-08-12,40.710223,-74.003368,116.12,376
2014-08-12,41.594185,-86.756985,2200,376
2014-08-12,34.718428,-86.556439,10.08,376
2014-08-12,38.967311,-76.610143,7.71,376
2014-08-12,33.786594,-118.298662,19925,376
2014-08-12,28.923468,-81.894367,21.16,376
2014-08-12,28.239369,-82.736882,2238.6,376
2014-08-12,27.883949,-82.826525,14.45,376
2014-08-12,27.231941,-82.3504,94.74,376
2014-08-12,26.6265,-81.967657,3.6,376
2014-08-12,26.572627,-81.937186,8.8,376
2014-08-12,26.563728,-81.726965,3.83,376
2014-08-12,26.518049,-80.079114,20.41,376
2014-08-12,26.328674,-98.139672,99.93,376
2014-08-12,33.906763,-118.076549,13.26,376
2014-08-12,26.301407,-80.138516,6.82,376
2014-08-12,26.298352,-80.180078,7.77,376
2014-08-12,26.191666,-81.803944,10.22,376
2014-08-12,26.139766,-80.359157,137.56,376
2014-08-12,26.133968,-81.795309,10.22,376
2014-08-12,26.023267,-80.211942,14.45,376
2014-08-12,25.753877,-80.22527,22.71,376
2014-08-12,29.188732,-81.231384,11.51,376
2014-08-12,29.424132,-98.484144,111.65,376
2014-08-12,26.326284,-98.233488,99.93,376
2014-08-12,29.83399,-95.434241,9.95,376
2014-08-12,29.482185,-95.156545,1900,376
2014-08-12,32.979315,-96.69137,11.14,376
2014-08-12,33.152222,-96.796437,1910.28,376
2014-08-12,33.276539,-112.18717,7764.2,376
2014-08-12,33.325991,-111.824367,11.11,376
2014-08-12,33.549947,-84.207969,26.02,376
2014-08-12,32.90391,-117.207828,19.81,376
2014-08-12,32.829977,-96.690125,9.96,376
2014-08-12,32.818398,-117.197168,2.43,376
2014-08-12,33.553346,-111.879806,8.51,376
2014-08-12,32.692682,-96.623022,2200,376
2014-08-12,32.336744,-90.216096,16.71,376
2014-08-12,32.207724,-80.747577,93.15,376
2014-08-12,31.951531,-81.407336,11.11,376
2014-08-12,30.639867,-88.25445,31.58,376
2014-08-12,30.435893,-90.011991,14.18,376
2014-08-12,30.396277,-89.064103,15.68,376
2014-08-12,32.771419,-97.291484,2200,376
2014-08-13,34.880689,-92.230285,109.78,377
2014-08-13,33.752456,-84.392026,475.44,377
2014-08-13,34.742911,-92.346652,16.99,377
2014-08-13,34.330829,-119.358352,6.51,377
2014-08-13,34.230353,-119.221299,6.51,377
2014-08-13,33.868775,-78.948287,34.98,377
2014-08-13,33.786594,-118.298662,21.09,377
2014-08-13,33.641579,-117.73269,22.5,377
2014-08-13,32.932843,-97.080802,13.18,377
2014-08-13,33.605527,-117.667923,9.62,377
2014-08-13,33.579122,-117.731534,105.9,377
2014-08-13,33.416616,-82.055973,1400.04,377
2014-08-13,33.276539,-112.18717,16.78,377
2014-08-13,32.979315,-96.69137,124.94,377
2014-08-13,32.910185,-96.789191,13.18,377
2014-08-13,32.771419,-97.291484,124.94,377
2014-08-13,32.311287,-90.397157,29.09,377
2014-08-13,31.160148,-85.322984,14.75,377
2014-08-13,30.715588,-88.096,1695.98,377
2014-08-13,30.331905,-81.50091,94.58,377
2014-08-13,30.290839,-81.631465,85.32,377
2014-08-13,30.013413,-90.195842,28.52,377
2014-08-13,35.050713,-78.906552,8.51,377
2014-08-13,33.640302,-117.769442,105.9,377
2014-08-13,35.078775,-89.841963,9.23,377
2014-08-13,29.83399,-95.434241,19.03,377
2014-08-13,36.062203,-95.873067,2.58,377
2014-08-13,47.835318,-122.326981,94.62,377
2014-08-13,47.247871,-122.472793,94.62,377
2014-08-13,47.205777,-122.321095,94.62,377
2014-08-13,43.076609,-86.19538,5.45,377
2014-08-13,42.118416,-71.105733,20.79,377
2014-08-13,42.037228,-87.843714,10.35,377
2014-08-13,41.75325,-72.75804,30.12,377
2014-08-13,41.702949,-83.682686,10.31,377
2014-08-13,41.6496,-83.678586,11.1,377
2014-08-13,41.504751,-81.602799,11.97,377
2014-08-13,40.798664,-73.967778,105.57,377
2014-08-13,35.833278,-83.572214,9.73,377
2014-08-13,40.772743,-111.838541,1578.48,377
2014-08-13,40.765926,-73.985443,105.57,377
2014-08-13,40.604372,-75.473127,1655.94,377
2014-08-13,40.551116,-105.183385,14.33,377
2014-08-13,39.969036,-83.011389,1.67,377
2014-08-13,39.892263,-74.94075,15.5,377
2014-08-13,39.71987,-75.593512,25.54,377
2014-08-13,39.718539,-105.245659,14.33,377
2014-08-13,39.017826,-94.862667,11.4,377
2014-08-13,38.994381,-94.827369,11.4,377
2014-08-13,38.927256,-94.714336,11.4,377
2014-08-13,38.585804,-121.402213,11.82,377
2014-08-13,40.768823,-73.960257,105.57,377
2014-08-13,29.807651,-95.391447,14.02,377
2014-08-13,34.213403,-118.800204,16.38,377
2014-08-13,29.61903,-95.197354,14.01,377
2014-08-13,26.118429,-81.736052,12.98,377
2014-08-13,26.098414,-80.182168,9.02,377
2014-08-13,25.852273,-80.207219,19.45,377
2014-08-13,25.783426,-80.204469,1898.72,377
2014-08-13,29.648731,-95.143911,14.41,377
2014-08-13,26.135692,-80.253284,97.5,377
2014-08-13,26.184511,-80.134366,5.4,377
2014-08-13,26.267436,-80.209176,86.06,377
2014-08-13,26.298352,-80.180078,25.96,377
2014-08-13,26.133968,-81.795309,315.39,377
2014-08-13,26.348293,-80.117265,8.16,377
2014-08-13,26.572627,-81.937186,108.45,377
2014-08-13,27.231941,-82.3504,1.27,377
2014-08-13,27.337173,-82.514176,15.15,377
2014-08-13,27.886757,-82.843525,5.13,377
2014-08-13,28.054195,-82.442683,9.17,377
2014-08-13,28.06374,-81.711071,11.66,377
2014-08-13,28.210733,-80.680583,6.95,377
2014-08-13,28.496411,-82.40101,9.37,377
2014-08-13,29.482185,-95.156545,109.38,377
2014-08-13,29.550411,-95.128758,14.41,377
2014-08-13,26.518049,-80.079114,7.87,377
2014-08-14,33.637771,-117.875189,248.72,378
2014-08-14,33.703598,-116.431961,4.51,378
2014-08-14,33.705787,-117.816189,124.36,378
2014-08-14,34.909132,-82.384232,251.05,378
2014-08-14,33.786594,-118.298662,110.83,378
2014-08-14,33.831466,-118.181102,15.81,378
2014-08-14,34.230353,-119.221299,3.14,378
2014-08-14,34.330829,-119.358352,3.14,378
2014-08-14,34.660866,-86.560608,13.83,378
2014-08-14,34.839964,-115.967051,108.13,378
2014-08-14,33.637151,-96.618419,118.7,378
2014-08-14,33.752456,-84.392026,242.57,378
2014-08-14,33.603459,-117.751341,124.36,378
2014-08-14,32.932843,-97.080802,113.87,378
2014-08-14,33.276539,-112.18717,1930.61,378
2014-08-14,33.162417,-96.71546,113.87,378
2014-08-14,33.152222,-96.796437,131.66,378
2014-08-14,33.032674,-96.805055,104.67,378
2014-08-14,32.952467,-117.161871,11.52,378
2014-08-14,35.080992,-89.699083,10.83,378
2014-08-14,32.921476,-96.587847,104.67,378
2014-08-14,32.910185,-96.789191,118.7,378
2014-08-14,32.771419,-97.291484,209.34,378
2014-08-14,32.7211,-117.174366,3.74,378
2014-08-14,32.404673,-80.653104,14.02,378
2014-08-14,30.715588,-88.096,242.57,378
2014-08-14,30.435893,-90.011991,97.19,378
2014-08-14,33.416616,-82.055973,242.57,378
2014-08-14,35.854539,-80.124764,108.89,378
2014-08-14,40.233577,-74.657602,236.54,378
2014-08-14,38.649052,-90.535804,18.64,378
2014-08-14,41.75325,-72.75804,91.14,378
2014-08-14,41.607588,-93.744905,10.25,378
2014-08-14,41.571131,-90.555825,10.24,378
2014-08-14,41.456205,-72.811047,91.14,378
2014-08-14,41.399129,-82.724417,218.16,378
2014-08-14,41.327246,-73.084252,91.14,378
2014-08-14,41.310547,-72.926046,14.43,378
2014-08-14,41.216488,-82.793687,14.79,378
2014-08-14,40.839137,-73.942181,123.63,378
2014-08-14,40.791884,-73.943517,12.96,378
2014-08-14,40.787006,-74.325993,102.68,378
2014-08-14,40.776629,-73.953914,133.6,378
2014-08-14,40.7735,-74.397996,102.68,378
2014-08-14,40.772743,-111.838541,242.57,378
2014-08-14,40.768823,-73.960257,123.63,378
2014-08-14,40.749801,-74.054285,14.6,378
2014-08-14,40.692651,-74.269841,19.18,378
2014-08-14,40.604372,-75.473127,242.57,378
2014-08-14,40.576611,-74.362616,22.16,378
2014-08-14,40.351277,-74.141236,5.82,378
2014-08-14,30.013413,-90.195842,10.97,378
2014-08-14,40.000696,-74.256821,118.27,378
2014-08-14,39.962612,-75.162871,7.5,378
2014-08-14,39.960912,-75.19668,12.46,378
2014-08-14,39.938047,-74.17109,118.27,378
2014-08-14,39.678945,-86.130154,8.38,378
2014-08-14,39.665662,-75.719349,12.45,378
2014-08-14,39.425137,-84.472925,125,378
2014-08-14,39.360265,-119.8057,11.87,378
2014-08-14,37.731229,-122.066373,74.3,378
2014-08-14,29.83399,-95.434241,4.43,378
2014-08-14,30.777294,-86.483154,16.96,378
2014-08-14,29.424132,-98.484144,9.13,378
2014-08-14,44.072542,-76.016589,12.8,378
2014-08-14,29.464885,-98.671774,11.25,378
2014-08-14,25.558428,-80.458168,143.82,378
2014-08-14,25.783426,-80.204469,485.14,378
2014-08-14,25.819825,-80.133717,132.63,378
2014-08-14,25.852273,-80.207219,135.19,378
2014-08-14,26.118429,-81.736052,10.14,378
2014-08-14,42.020278,-87.905866,10.66,378
2014-08-14,28.239369,-82.736882,113.96,378
2014-08-14,27.231941,-82.3504,108.43,378
2014-08-14,26.301407,-80.138516,19.21,378
2014-08-14,26.298352,-80.180078,20.28,378
2014-08-14,26.135692,-80.253284,2.9,378
2014-08-14,28.06374,-81.711071,600,378
2014-08-15,39.718539,-105.245659,5.61,379
2014-08-15,30.435893,-90.011991,6.49,379
2014-08-15,31.786857,-106.445291,9.77,379
2014-08-15,31.951531,-81.407336,7.17,379
2014-08-15,32.7211,-117.174366,11.49,379
2014-08-15,33.276539,-112.18717,5580.75,379
2014-08-15,33.465336,-86.808213,22.38,379
2014-08-15,33.551132,-82.143617,12.25,379
2014-08-15,33.553346,-111.879806,108.74,379
2014-08-15,33.640302,-117.769442,2.67,379
2014-08-15,39.429055,-76.787696,8.4,379
2014-08-15,33.786594,-118.298662,59.64,379
2014-08-15,34.230353,-119.221299,2.26,379
2014-08-15,34.330829,-119.358352,2.26,379
2014-08-15,34.909132,-82.384232,15.34,379
2014-08-15,35.08753,-89.792638,14.69,379
2014-08-15,35.833278,-83.572214,75.62,379
2014-08-15,36.441768,-121.416603,9.56,379
2014-08-15,38.450412,-122.783159,19.5,379
2014-08-15,38.509999,-89.998685,14.43,379
2014-08-15,29.887204,-90.033138,11.69,379
2014-08-15,29.54017,-95.33232,4.46,379
2014-08-15,26.518049,-80.079114,4.55,379
2014-08-15,29.188732,-81.231384,7.6,379
2014-08-15,39.762392,-86.143736,14.76,379
2014-08-15,39.955912,-74.91731,17.51,379
2014-08-15,40.10447,-82.896457,3.75,379
2014-08-15,40.589139,-73.642323,3700,379
2014-08-15,40.768823,-73.960257,20.97,379
2014-08-15,40.776629,-73.953914,99.16,379
2014-08-15,40.78885,-74.056035,11.86,379
2014-08-15,40.801131,-75.310958,4.54,379
2014-08-15,40.913482,-74.001623,1689.56,379
2014-08-15,40.947833,-77.011087,11.1,379
2014-08-15,29.482185,-95.156545,2.64,379
2014-08-15,41.376242,-73.471416,47.35,379
2014-08-15,41.658619,-73.366017,15.79,379
2014-08-15,41.66765,-83.722437,16.9,379
2014-08-15,43.076609,-86.19538,2.48,379
2014-08-15,39.425137,-84.472925,75.62,379
2014-08-15,25.753877,-80.22527,9.55,379
2014-08-15,25.852273,-80.207219,7.61,379
2014-08-15,26.139766,-80.359157,3.49,379
2014-08-15,26.184511,-80.134366,12.24,379
2014-08-15,26.267436,-80.209176,8.91,379
2014-08-15,46.282031,-119.491659,5.45,379
2014-08-15,41.42908,-75.647633,16.01,379
2014-08-15,39.212456,-76.951498,13.66,379
2014-08-16,35.208941,-89.791656,3199.8,380
2014-08-16,21.65098,-157.922303,18.93,380
2014-08-16,21.373179,-157.901979,18.93,380
2014-08-16,42.049148,-87.702155,266.56,380
2014-08-16,41.504751,-81.602799,19.29,380
2014-08-16,40.913482,-74.001623,105.65,380
2014-08-16,39.938047,-74.17109,1531.2,380
2014-08-16,35.055216,-80.819488,5.21,380
2014-08-16,42.03468,-87.76266,266.56,380
2014-08-16,30.684039,-88.067048,1296.32,380
2014-08-16,30.562883,-87.810464,1016.28,380
2014-08-16,29.83399,-95.434241,1360.26,380
2014-08-16,28.923468,-81.894367,1467.76,380
2014-08-16,24.859832,-168.021815,37.86,380
2014-08-16,33.786594,-118.298662,1664.41,380
2014-08-17,42.049148,-87.702155,216.65,381
2014-08-17,42.03468,-87.76266,216.65,381
2014-08-17,40.913482,-74.001623,216.65,381
2014-08-17,40.772743,-111.838541,4396.98,381
2014-08-17,39.969036,-83.011389,11.12,381
2014-08-17,39.938047,-74.17109,216.65,381
2014-08-17,33.786594,-118.298662,216.65,381
2014-08-17,34.024849,-84.498365,3.42,381
2014-08-17,32.991607,-83.567362,9.87,381
2014-08-17,30.684039,-88.067048,216.65,381
2014-08-17,30.562883,-87.810464,216.65,381
2014-08-17,28.923468,-81.894367,216.65,381
2014-08-17,27.337173,-82.514176,1298.93,381
2014-08-17,35.208941,-89.791656,433.3,381
2014-08-17,29.83399,-95.434241,216.65,381
2014-08-18,40.787799,-123.938685,11.08,382
2014-08-18,34.909132,-82.384232,9250,382
2014-08-18,34.230353,-119.221299,6.07,382
2014-08-18,33.786594,-118.298662,38.73,382
2014-08-18,33.637771,-117.875189,2.6,382
2014-08-18,36.045543,-95.956267,107.6,382
2014-08-18,32.991607,-83.567362,3.73,382
2014-08-18,30.893109,-83.327812,10.16,382
2014-08-18,30.671076,-96.479892,21.64,382
2014-08-18,30.205121,-85.668892,13.91,382
2014-08-18,29.83399,-95.434241,99.99,382
2014-08-18,29.54017,-95.33232,99.99,382
2014-08-18,29.269288,-98.33469,11.13,382
2014-08-18,28.307138,-81.461385,12.01,382
2014-08-18,27.231941,-82.3504,6000,382
2014-08-18,26.518049,-80.079114,12.48,382
2014-08-18,26.348293,-80.117265,11.28,382
2014-08-18,34.330829,-119.358352,6.08,382
2014-08-18,26.144589,-80.26052,7.81,382
2014-08-18,34.742911,-92.346652,106.26,382
2014-08-18,40.787006,-74.325993,3800,382
2014-08-18,36.062203,-95.873067,107.6,382
2014-08-18,37.189396,-121.705327,17.94,382
2014-08-18,39.066804,-94.628184,11.89,382
2014-08-18,39.425137,-84.472925,3200,382
2014-08-18,39.68965,-82.609282,28.76,382
2014-08-18,40.051411,-75.164822,1900,382
2014-08-18,40.071102,-86.117215,21.04,382
2014-08-18,40.165726,-85.633225,10.51,382
2014-08-18,40.233577,-74.657602,3000,382
2014-08-18,40.576611,-74.362616,2200,382
2014-08-18,40.730223,-73.988564,28.67,382
2014-08-18,40.754757,-73.601772,95.28,382
2014-08-18,40.768823,-73.960257,2200,382
2014-08-18,40.772743,-111.838541,99.99,382
2014-08-18,40.776629,-73.953914,3095.28,382
2014-08-18,34.880689,-92.230285,2903.13,382
2014-08-18,26.139766,-80.359157,1906.92,382
2014-08-18,33.276539,-112.18717,56.83,382
2014-08-18,25.852273,-80.207219,1912.56,382
2014-08-18,40.839137,-73.942181,95.28,382
2014-08-18,41.66765,-83.722437,1900,382
2014-08-18,41.829813,-70.138834,40.06,382
2014-08-18,42.060928,-87.883073,11.87,382
2014-08-18,43.076609,-86.19538,6.96,382
2014-08-18,43.634002,-116.341948,14.34,382
2014-08-18,47.66264,-117.435997,18.98,382
2014-08-18,26.135692,-80.253284,1900,382
2014-08-18,35.195393,-80.826393,11.13,382
2014-08-18,18.06104,-66.861164,15.08,382
2014-08-19,34.742911,-92.346652,17.8,383
2014-08-19,42.968507,-78.749153,82.39,383
2014-08-19,43.661963,-116.195004,13.58,383
2014-08-19,44.062366,-88.623779,10.85,383
2014-08-19,39.678945,-86.130154,1.45,383
2014-08-19,35.208941,-89.791656,100.39,383
2014-08-19,36.053498,-95.920371,5.83,383
2014-08-19,36.441768,-121.416603,73.64,383
2014-08-19,36.98025,-121.74696,82.88,383
2014-08-19,38.810731,-90.023867,8.43,383
2014-08-19,38.861887,-94.660994,4.54,383
2014-08-19,38.907518,-95.283982,33.99,383
2014-08-19,38.927256,-94.714336,10.62,383
2014-08-19,38.989586,-77.153801,19.28,383
2014-08-19,39.052158,-77.121096,19.28,383
2014-08-19,39.164225,-119.800294,13.21,383
2014-08-19,39.425137,-84.472925,125,383
2014-08-19,34.213403,-118.800204,11.51,383
2014-08-19,33.786594,-118.298662,425.71,383
2014-08-19,33.640302,-117.769442,11.72,383
2014-08-19,33.595714,-117.715535,108.96,383
2014-08-19,33.44204,-116.861027,13.09,383
2014-08-19,33.276539,-112.18717,551.16,383
2014-08-19,42.049148,-87.702155,10.94,383
2014-08-19,34.330829,-119.358352,26.33,383
2014-08-19,42.03468,-87.76266,10.94,383
2014-08-19,41.811929,-87.68732,9.57,383
2014-08-19,34.839964,-115.967051,13.09,383
2014-08-19,34.869601,-87.686915,11.19,383
2014-08-19,34.880689,-92.230285,79.53,383
2014-08-19,35.104589,-89.900314,13.4,383
2014-08-19,35.123644,-89.842541,16.52,383
2014-08-19,39.969036,-83.011389,20.53,383
2014-08-19,40.351277,-74.141236,5.4,383
2014-08-19,40.407319,-74.314319,39.22,383
2014-08-19,40.576611,-74.362616,2.69,383
2014-08-19,40.589139,-73.642323,17.55,383
2014-08-19,40.710223,-74.003368,130.21,383
2014-08-19,40.736798,-73.723176,78.83,383
2014-08-19,40.752955,-73.973196,118.28,383
2014-08-19,40.768823,-73.960257,118.28,383
2014-08-19,40.772743,-111.838541,116.5,383
2014-08-19,40.776629,-73.953914,22.85,383
2014-08-19,40.787006,-74.325993,78.83,383
2014-08-19,40.913482,-74.001623,47.85,383
2014-08-19,41.171493,-111.968874,9.56,383
2014-08-19,41.538332,-90.556985,10.85,383
2014-08-19,34.230353,-119.221299,26.32,383
2014-08-19,41.702949,-83.682686,122.32,383
2014-08-19,41.726769,-72.829543,15.42,383
2014-08-19,41.839679,-88.088716,5.8,383
2014-08-19,41.66765,-83.722437,122.32,383
2014-08-19,39.79936,-75.531694,11.55,383
2014-08-19,33.082192,-117.267169,12.83,383
2014-08-19,32.810983,-117.136812,10.72,383
2014-08-19,32.787514,-116.960836,19.39,383
2014-08-19,32.692682,-96.623022,104.46,383
2014-08-19,32.253714,-110.883744,14.14,383
2014-08-19,31.861876,-102.091276,12.1,383
2014-08-19,30.562883,-87.810464,4.95,383
2014-08-19,27.415606,-82.528065,5.41,383
2014-08-19,28.054195,-82.442683,4.47,383
2014-08-19,28.06374,-81.711071,2.89,383
2014-08-19,29.437532,-98.461582,239.08,383
2014-08-19,30.352488,-81.665918,8.07,383
2014-08-19,28.452157,-81.46784,13.84,383
2014-08-19,26.518049,-80.079114,15.7,383
2014-08-19,32.979315,-96.69137,5.82,383
2014-08-19,32.927344,-80.022009,10.4,383
2014-08-19,24.859832,-168.021815,19.66,383
2014-08-19,25.558428,-80.458168,2.85,383
2014-08-19,25.783426,-80.204469,100,383
2014-08-19,29.83399,-95.434241,466,383
2014-08-19,32.829977,-96.690125,104.46,383
2014-08-19,26.135692,-80.253284,100,383
2014-08-19,26.139766,-80.359157,8.21,383
2014-08-19,26.301407,-80.138516,14.75,383
2014-08-19,25.852273,-80.207219,4.09,383
2014-08-20,37.722631,-122.482483,31.64,384
2014-08-20,37.731229,-122.066373,3000,384
2014-08-20,37.758279,-122.439332,49.02,384
2014-08-20,39.718539,-105.245659,3084.56,384
2014-08-20,37.238643,-79.940559,10.33,384
2014-08-20,36.102858,-95.998172,105.68,384
2014-08-20,38.35056,-121.912773,5.45,384
2014-08-20,38.656502,-90.454219,50.88,384
2014-08-20,38.927256,-94.714336,3000,384
2014-08-20,39.425137,-84.472925,6.55,384
2014-08-20,39.762392,-86.143736,3114.81,384
2014-08-20,40.423069,-79.980624,1094.88,384
2014-08-20,39.960912,-75.19668,1187.88,384
2014-08-20,47.835318,-122.326981,2200,384
2014-08-20,43.661963,-116.195004,11.39,384
2014-08-20,42.968507,-78.749153,23.63,384
2014-08-20,41.737929,-88.112714,1973.24,384
2014-08-20,41.6929,-83.727737,119.24,384
2014-08-20,41.674099,-83.604535,119.24,384
2014-08-20,41.66765,-83.722437,119.24,384
2014-08-20,41.652548,-83.508482,119.24,384
2014-08-20,41.594185,-86.756985,2200,384
2014-08-20,41.456205,-72.811047,72.14,384
2014-08-20,39.827818,-105.109236,9.69,384
2014-08-20,41.310547,-72.926046,72.14,384
2014-08-20,40.839137,-73.942181,119.47,384
2014-08-20,40.787006,-74.325993,29.06,384
2014-08-20,40.776629,-73.953914,3363.44,384
2014-08-20,40.768823,-73.960257,119.47,384
2014-08-20,40.752955,-73.973196,119.47,384
2014-08-20,40.745527,-73.978449,119.47,384
2014-08-20,36.092236,-95.923175,105.68,384
2014-08-20,40.351277,-74.141236,9.98,384
2014-08-20,40.347017,-79.500729,4400,384
2014-08-20,40.325361,-74.107943,24.88,384
2014-08-20,40.913482,-74.001623,29.24,384
2014-08-20,36.070359,-86.718347,2200,384
2014-08-20,35.154875,-90.049631,1707.58,384
2014-08-20,35.912072,-86.765537,15.81,384
2014-08-20,29.887204,-90.033138,13.09,384
2014-08-20,30.119884,-81.791546,9.69,384
2014-08-20,30.290839,-81.631465,3809.69,384
2014-08-20,32.214075,-110.883744,11.38,384
2014-08-20,32.771419,-97.291484,2663.8,384
2014-08-20,32.774699,-117.148616,124.09,384
2014-08-20,32.810983,-117.136812,39.51,384
2014-08-20,32.818398,-117.197168,124.09,384
2014-08-20,32.838526,-96.699475,92.76,384
